"Time1","Time2","Lon.mean","Lon.sd","Lon.50%","Lon.2.5%","Lon.97.5%","Lat.mean","Lat.sd","Lat.50%","Lat.2.5%","Lat.97.5%"
2015-07-15 19:34:02,2015-07-16 03:01:00,12.0670346590535,1.87956804670708,12.0654379535031,8.33147450087069,15.9724397472444,51.3256416897892,1.08341571606801,51.354002815382,49.0843317120802,53.5115913111112
2015-07-16 03:01:00,2015-07-16 19:43:53,12.1592547699443,4.16962852647113,12.138043516923,4.16694210146891,21.0176654886781,50.444056662136,2.78357725204464,50.528825133574,44.7828048148741,55.8383184656347
2015-07-16 19:43:53,2015-07-17 02:51:06,12.8243455286582,3.7563560190086,12.647584294687,5.7415313234107,21.0108949568634,49.6195038986888,2.50602694646002,49.4272305751462,45.0784249294642,55.0717971150802
2015-07-17 02:51:06,2015-07-17 19:48:53,12.8545836174663,4.69189668102654,12.7798672065859,3.89209526616791,22.2789103947305,49.8084014546996,3.05030602968737,49.7654095775094,44.1205787027638,56.0067143874612
2015-07-17 19:48:53,2015-07-18 02:46:06,12.5849116820508,3.54541129807088,12.6879881939119,4.97176304241863,19.2748663232021,49.6973008573202,2.18581133414747,49.5660850624814,45.813563278636,54.5756845604559
2015-07-18 02:46:06,2015-07-18 19:28:53,12.6374538104663,4.6857297882669,12.4540864271211,3.57811802707899,22.2982429704137,48.7892889643635,3.27679184864493,48.8908803304389,42.5039390701474,55.4326622912134
2015-07-18 19:28:53,2015-07-19 03:01:06,13.4197510449828,4.03902282979407,13.1770586695601,5.78443688487553,21.6753342868874,48.0263777067478,2.61002244889533,48.0361948792246,42.8608124280487,52.7525564068295
2015-07-19 03:01:06,2015-07-19 19:33:57,13.9863929542973,4.44615210529791,13.962215328492,5.63255116941764,22.8181616838263,49.002308508604,3.06945355534039,49.1204935389614,43.0432708285381,54.60082118594
2015-07-19 19:33:57,2015-07-20 02:36:06,14.3960685397808,3.74059126694278,14.5054545343603,5.66633028168928,21.24683915701,50.0464720670166,2.19950463597997,50.0094266340272,45.9819575430628,54.543058034547
2015-07-20 02:36:06,2015-07-20 19:28:53,14.4940333519905,4.89306612878679,14.5327371633398,4.89689639394695,24.4028554821252,49.6222474297089,2.84437422807342,49.7259372853125,43.9787688727154,55.2449479981725
2015-07-20 19:28:53,2015-07-21 02:51:06,14.37610642676,3.26923269057111,14.311379735108,7.99531056450484,21.0343163391373,49.0377618372876,2.42601073423051,48.9488495827917,44.5519515528676,53.9808585687519
2015-07-21 02:51:06,2015-07-21 19:48:53,13.2244124308847,4.81792848942232,13.2183028148486,3.47446416642875,22.3983086813192,49.6002669539188,3.03889486707829,49.6174264833736,43.5200247323611,55.5347823157678
2015-07-21 19:48:53,2015-07-22 03:01:06,11.8158515799851,3.50307281709355,11.6348912324942,5.25658797306874,19.3994646646605,49.5839838173759,2.27175163362911,49.5131358033378,45.2352244735819,54.1038208585104
2015-07-22 03:01:06,2015-07-22 19:28:53,11.3208994752513,4.5069110419242,11.4790442618318,3.00033644958292,20.2823935611755,48.2192648242749,3.00832763975337,48.3079001217852,42.5223157579166,54.6213689336054
2015-07-22 19:28:53,2015-07-23 03:16:06,10.771614943914,3.88491214527467,10.8784019408982,2.27039483326974,18.1013342026798,47.1656163395309,2.40957765942235,47.2694038396908,42.5016999484776,51.9180681468808
