"Time1","Time2","Lon.mean","Lon.sd","Lon.50%","Lon.2.5%","Lon.97.5%","Lat.mean","Lat.sd","Lat.50%","Lat.2.5%","Lat.97.5%"
2015-07-15 19:34:02,2015-07-16 03:01:00,11.9870131684019,1.71019024198408,12.0463065085249,8.68614127426841,15.4656469652863,51.3077054817251,1.11556600394002,51.2753702880754,49.090634704286,53.3969311918309
2015-07-16 03:01:00,2015-07-16 19:43:53,12.7895381047595,3.77704346776423,12.8775438002883,5.25558776611313,20.4260804909742,50.8973619149067,2.53326288335554,51.0811184573745,46.0590152259297,55.5195079669591
2015-07-16 19:43:53,2015-07-17 02:51:06,12.2475458804216,2.47341872361149,12.2809663293255,7.22274738654496,16.8682820800268,50.3600898811717,1.76217750425595,50.3946513435212,46.9022607672646,53.8554356755907
2015-07-17 02:51:06,2015-07-17 19:48:53,12.1937884124188,4.43195446099185,12.2081866208433,3.98676710285385,21.023079688551,50.7562962287566,2.75940514554669,50.7912535832646,45.0172830390485,55.7566777422871
2015-07-17 19:48:53,2015-07-18 02:46:06,12.5016901039685,2.50159017148498,12.4844511177468,7.72962630031587,17.5550987348793,50.9575285727692,1.78443305770921,50.9949895687759,47.2097243723272,54.1669581662914
2015-07-18 02:46:06,2015-07-18 19:28:53,13.1573718338551,4.19142526638494,13.2136462951784,5.33237652567419,21.429788248419,49.7249645523205,2.76687330617904,49.7306747315783,44.3734689338311,55.0751455388164
2015-07-18 19:28:53,2015-07-19 03:01:06,12.6651545750421,2.60421718293542,12.8941839420446,6.64469658056563,17.2512067598554,48.9724273520244,1.79320627609473,48.9251099035566,45.5260077788038,52.6224409141226
2015-07-19 03:01:06,2015-07-19 19:33:57,13.1619038446332,4.21579569103101,13.4029289773271,4.30052195068239,21.3787967739046,49.8907936748607,2.8723335586775,49.9129317803584,44.0825721199903,55.4587761240865
2015-07-19 19:33:57,2015-07-20 02:36:06,15.2532410966199,2.53692369128863,15.2142643353669,10.6173680484131,20.4645293547526,51.1525638027245,1.53211575453598,51.0838401439515,48.128440857873,54.0258601313992
2015-07-20 02:36:06,2015-07-20 19:28:53,14.8933969900115,4.23514767236903,14.811794012323,6.43182509283822,23.5759686078404,50.3660208281089,2.83122031010969,50.4436663974224,44.5077588643259,55.7279970809405
2015-07-20 19:28:53,2015-07-21 02:51:06,13.9383329555141,2.39050097039547,13.9299464592939,8.71183814600242,18.3691926857426,49.7412651396885,1.58252410734664,49.759642779236,46.7504800449195,52.9677383760013
2015-07-21 02:51:06,2015-07-21 19:48:53,12.2242055427456,4.28482473197886,12.2661816255988,3.84588919921068,20.6334090419509,50.4664920367377,2.84681083786641,50.4373166471048,44.4098063306408,55.9956308597764
2015-07-21 19:48:53,2015-07-22 03:01:06,10.6719184768006,2.45411915298162,10.8333907987736,5.65310463703825,15.2320182547757,50.6660575800507,1.67524923883331,50.6670362404543,47.2425399335417,53.7148249767375
2015-07-22 03:01:06,2015-07-22 19:28:53,11.5693760284475,4.16660763201882,11.6412381795419,2.91190403575636,20.1119494882245,49.5473594786943,2.94795646648697,49.4315876194461,43.7736743300709,55.8718696261086
2015-07-22 19:28:53,2015-07-23 03:16:06,11.8803206504126,2.46756887161878,11.8331713210539,7.35783605894549,17.2848222885267,48.1529467139583,2.16081975695734,48.0789219085457,44.0473734785609,52.9440471600556
2015-07-23 03:16:06,2015-07-23 19:08:53,12.5481728741227,3.6969878922942,12.5885055927174,5.63012451541277,19.6896232684734,46.9115573628469,2.78904199809795,46.935895323505,40.9840415586409,52.3871874102191
2015-07-23 19:08:53,2015-07-24 03:11:06,13.3799307402775,2.43413952807371,13.3448700857201,8.79172972110942,18.172628766848,46.8788156949479,2.09672299334085,46.9903569683434,42.2168679693928,50.7453373563449
2015-07-24 03:11:06,2015-07-24 19:33:53,12.2768928978228,4.33655861866867,12.4144689557123,3.22768625432694,20.8544159179788,48.4031701549954,2.92479926037737,48.4402529010343,42.5335778883861,54.3689424635584
2015-07-24 19:33:53,2015-07-25 03:11:06,11.2485191259809,2.68798242871636,11.2153470707119,6.29504835979293,16.4967267773146,49.5974892624809,1.89778427225606,49.5134770186849,46.1598393771016,53.5716471366461
2015-07-25 03:11:06,2015-07-25 19:23:53,12.4316416170764,3.85437226692277,12.3580458399701,5.1362870910299,19.6797455423698,49.4634602662928,2.68448124556803,49.4178424891793,44.3392408435175,54.9334361312245
2015-07-25 19:23:53,2015-07-26 03:11:06,12.109659788894,2.55016747724073,12.2578392205056,6.51483999920162,16.62554611902,49.2390107706729,1.87771074466976,49.262218594622,45.4638528691848,52.7662021182733
2015-07-26 03:11:06,2015-07-26 19:33:53,11.2975517358509,3.91835031619376,11.2764156780657,3.85022728096754,19.436413959198,49.4530622966849,2.74619798488582,49.4167986348621,44.2969638413469,54.8401272248213
2015-07-26 19:33:53,2015-07-27 03:16:06,10.7627460787806,2.70086179692526,10.7619776069908,5.60563164564328,16.1698896841899,49.4166828968094,1.89575446326906,49.4843341762219,45.598634696234,53.1468700019011
2015-07-27 03:16:06,2015-07-27 19:09:12,12.5751946390509,4.00412447413956,12.6670210156059,4.63370630839006,20.2742140366983,48.8694007332013,2.78798664793612,49.0093476864815,43.0322062895098,53.9473718712271
2015-07-27 19:09:12,2015-07-28 03:01:06,15.1090365114258,2.80519219639261,15.2420737239088,8.88602074382468,20.4331001149474,48.604450470408,2.08349843732755,48.7285013374826,43.9610499920644,52.4030227915205
